,holiday,workingday,temp,hum,windspeed,cnt,season_2,season_3,season_4,MISTY,RAIN,days_since_2011
27,0,1,1.563466,79.30430000000001,8.2611,1167,0,0,0,1,0,27
28,0,0,1.2365340000000007,65.1739,9.739455000000001,1098,0,0,0,0,0,28
29,0,0,2.176534,72.2174,4.956834199999999,1096,0,0,0,0,0,29
30,0,1,0.49915099999999946,60.375,12.541864,1501,0,0,0,1,0,30
31,0,1,1.032178,82.9565,3.5652709999999996,1360,0,0,0,1,0,31
32,0,1,4.220000000000001,77.5417,17.708636,1526,0,0,0,1,0,32
33,0,1,0.7869789999999988,43.7826,18.609384,1550,0,0,0,0,0,33
34,0,1,1.9312880000000003,58.521699999999996,8.565213,1708,0,0,0,1,0,34
35,0,0,2.966650999999999,92.91669999999999,10.792293,1005,0,0,0,1,0,35
36,0,0,5.434151,56.833299999999994,9.5006,1623,0,0,0,0,0,36
37,0,1,4.768348999999999,73.83330000000001,3.0423561000000006,1712,0,0,0,0,0,37
38,0,1,2.3791510000000002,53.7917,24.25065,1530,0,0,0,0,0,38
39,0,1,-1.6651990000000003,49.4783,12.652213,1605,0,0,0,1,0,39
40,0,1,-1.2156440000000002,43.7391,14.869645,1538,0,0,0,0,0,40
41,0,1,0.887277000000001,50.6364,7.272849999999999,1746,0,0,0,0,0,41
42,0,0,2.4574999999999996,54.4167,13.625589000000002,1472,0,0,0,0,0,42
43,0,0,6.8765339999999995,45.7391,17.479160999999998,1589,0,0,0,0,0,43
44,0,1,11.504999999999999,37.583299999999994,27.999836,1913,0,0,0,0,0,44
45,0,1,4.506088999999998,31.434800000000003,19.522057999999998,1815,0,0,0,0,0,45
46,0,1,6.958267000000001,42.3478,16.869996999999998,2115,0,0,0,0,0,46
47,0,1,12.484150999999997,50.5,15.416968,2475,0,0,0,0,0,47
48,0,1,16.518349,51.6667,17.749975000000003,2927,0,0,0,0,0,48
49,0,0,10.760849,18.7917,34.000021,1635,0,0,0,0,0,49
50,0,0,5.405199,40.7826,14.956745,1812,0,0,0,0,0,50
51,1,0,6.2566510000000015,60.5,20.625682,1107,0,0,0,1,0,51
52,0,1,0.5644340000000003,57.7778,13.110761,1450,0,0,0,0,0,52
53,0,1,2.4217329999999997,42.3043,6.3055710000000005,1917,0,0,0,0,0,53
54,0,1,5.895644000000001,69.7391,16.783231999999998,1807,0,0,0,1,0,54
55,0,1,9.124355999999999,71.2174,23.218113,1461,0,0,0,1,0,55
56,0,0,5.277499999999998,53.7917,12.500257000000001,1969,0,0,0,0,0,56
57,0,0,8.143466,68.0,8.391615999999999,2402,0,0,0,0,0,57
58,0,1,11.141831,87.6364,19.408962,1446,0,0,0,1,0,58
59,0,1,4.533348999999999,53.5,14.500475,1851,0,0,0,0,0,59
60,0,1,7.745000000000001,44.9583,20.624810999999998,2134,0,0,0,0,0,60
61,0,1,1.3216509999999992,31.833299999999998,15.125518000000001,1685,0,0,0,0,0,61
62,0,1,4.298349,61.0417,13.624182,1944,0,0,0,1,0,62
63,0,0,10.055848999999998,78.91669999999999,16.875357,2077,0,0,0,1,0,63
64,0,0,9.696534,94.8261,23.000229,605,0,0,0,1,0,64
65,0,1,4.3017330000000005,55.1304,22.870584,1872,0,0,0,0,0,65
66,0,1,5.747499999999999,42.0833,8.083549999999999,2133,0,0,0,0,0,66
67,0,1,5.904151000000001,77.5417,14.750050000000002,1891,0,0,0,1,0,67
68,0,1,10.287277,0.0,17.545758999999997,623,0,0,0,0,1,68
69,0,1,6.8765339999999995,64.95649999999999,15.608989999999999,1977,0,0,0,1,0,69
70,0,0,7.470848999999999,59.458299999999994,14.791924999999999,2132,0,0,0,0,0,70
71,0,0,10.064356,52.73909999999999,18.130468,2417,0,0,0,0,0,71
72,0,1,7.285199000000002,49.695699999999995,9.174042,2046,0,0,0,0,0,72
73,0,1,6.917376999999998,65.5652,12.348703,2056,0,0,0,1,0,73
74,0,1,9.165199000000001,77.65220000000001,13.608839000000001,2192,0,0,0,1,0,74
75,0,1,11.504999999999999,60.291700000000006,14.041792999999998,2744,0,0,0,0,0,75
76,0,1,17.380000000000003,52.5217,15.478139,3239,0,0,0,0,0,76
77,0,0,14.2075,37.916700000000006,24.667189,3117,0,0,0,0,0,77
78,0,0,7.627500000000001,47.375,13.917307000000001,2471,0,0,0,0,0,78
79,0,1,12.230445,73.73910000000001,19.348461,2077,1,0,0,1,0,79
80,0,1,12.758349000000003,62.4583,15.125250000000001,2703,1,0,0,0,0,80
81,0,1,8.306979000000002,83.9565,15.695487000000002,2121,1,0,0,1,0,81
82,0,1,5.395,80.58330000000001,16.333728999999998,1865,1,0,0,1,0,82
83,0,1,4.415849,49.5,15.458575000000002,2210,1,0,0,0,0,83
84,0,0,4.494150999999999,39.4167,14.041257,2496,1,0,0,0,0,84
85,0,0,3.8930209999999974,49.3913,12.348099999999999,1693,1,0,0,1,0,85
86,0,1,4.424356000000001,30.2174,14.217668,2028,1,0,0,0,0,86
87,0,1,6.217499999999999,31.416700000000002,15.208732,2425,1,0,0,0,0,87
88,0,1,6.1,64.6667,11.583496,1536,1,0,0,1,0,88
89,0,1,4.611651,91.8333,14.582282000000001,1685,1,0,0,0,1,89
90,0,1,6.1,68.625,17.333436,2227,1,0,0,1,0,90
91,0,0,6.805,65.375,13.208782000000001,2252,1,0,0,1,0,91
92,0,0,9.781651,48.0,12.208271000000002,3249,1,0,0,0,0,92
93,0,1,18.946651,42.625,25.833257,3115,1,0,0,0,0,93
94,0,1,11.465848999999999,64.2083,26.000488999999998,1795,1,0,0,1,0,94
95,0,1,10.369150999999999,47.0833,17.625221,2808,1,0,0,0,0,95
96,0,1,12.5625,60.291700000000006,10.874903999999999,3141,1,0,0,0,0,96
97,0,1,7.784151,83.625,15.208464,1471,1,0,0,1,0,97
98,0,0,8.0975,87.75,8.916560999999998,2455,1,0,0,1,0,98
99,0,0,12.053349,85.75,9.833389,2895,1,0,0,1,0,99
100,0,1,19.995644000000002,71.6956,21.739758,3348,1,0,0,1,0,100
101,0,1,15.617499999999996,73.9167,18.416892999999998,2034,1,0,0,1,0,101
102,0,1,11.3875,81.91669999999999,16.791339,2162,1,0,0,1,0,102
103,0,1,13.9725,54.041700000000006,7.4169,3267,1,0,0,0,0,103
104,1,0,12.993348999999998,67.125,15.167124999999999,3126,1,0,0,0,0,104
105,0,0,12.249150999999998,88.83330000000001,22.834136,795,1,0,0,0,1,105
106,0,0,13.463349000000001,47.9583,20.334232,3744,1,0,0,0,0,106
107,0,1,16.0875,54.25,10.958989,3429,1,0,0,0,0,107
108,0,1,15.774151,66.5833,10.584057,3204,1,0,0,1,0,108
109,0,1,19.965,61.4167,16.208975,3944,1,0,0,0,0,109
110,0,1,13.580849,40.708299999999994,21.792286,4189,1,0,0,0,0,110
111,0,1,7.823349,72.9583,14.707906999999999,1683,1,0,0,1,0,111
112,0,0,13.620000000000001,88.79169999999999,15.458575000000002,4036,1,0,0,1,0,112
113,0,0,19.338349,81.08330000000001,12.875725000000001,4191,1,0,0,1,0,113
114,0,1,20.513348999999998,77.6667,12.417311,4073,1,0,0,0,0,114
115,0,1,21.688349,72.9167,21.875500000000002,4400,1,0,0,0,0,115
116,0,1,21.14,83.54169999999999,20.917399999999997,3872,1,0,0,1,0,116
117,0,1,21.0225,70.08330000000001,21.500836,4058,1,0,0,1,0,117
118,0,1,15.969999999999999,45.7083,16.084221,4595,1,0,0,0,0,118
119,0,0,14.2075,50.3333,15.750025,5312,1,0,0,0,0,119
120,0,0,13.228348999999998,76.2083,7.125717999999999,3351,1,0,0,1,0,120
121,0,1,17.810848999999997,73.0,12.291418,4401,1,0,0,1,0,121
122,0,1,20.983348999999997,69.7083,22.958689,4451,1,0,0,1,0,122
123,0,1,11.465848999999999,73.70830000000001,22.042732,2633,1,0,0,1,0,123
124,0,1,13.580849,44.416700000000006,19.791263999999998,4433,1,0,0,0,0,124
125,0,1,14.520849000000002,59.0,15.292482,4608,1,0,0,0,0,125
126,0,0,16.44,54.125,10.750150000000001,4714,1,0,0,0,0,126
127,0,0,16.831650999999997,63.1667,5.0007125,4333,1,0,0,0,0,127
128,0,1,17.0275,58.875,11.792000000000002,4362,1,0,0,0,0,128
129,0,1,17.0275,48.9167,7.749957000000001,4803,1,0,0,0,0,129
130,0,1,17.4975,63.29169999999999,8.083014,4182,1,0,0,0,0,130
131,0,1,17.145000000000003,74.75,12.707689,4864,1,0,0,0,0,131
132,0,1,16.0875,86.33330000000001,12.041575,4105,1,0,0,1,0,132
133,0,0,16.479150999999998,92.25,9.041649999999999,3409,1,0,0,1,0,133
134,0,0,18.4375,86.70830000000001,10.249593,4553,1,0,0,1,0,134
135,0,1,19.142500000000002,78.79169999999999,8.500357000000001,3958,1,0,0,0,0,135
136,0,1,18.398349,83.7917,18.582718,4123,1,0,0,1,0,136
137,0,1,17.85,87.0,13.499964,3855,1,0,0,1,0,137
138,0,1,16.949151,82.9583,7.2502710000000015,4575,1,0,0,1,0,138
139,0,1,17.223349,71.9583,8.375871,4917,1,0,0,0,0,139
140,0,0,20.317500000000003,62.6667,8.083549999999999,5805,1,0,0,0,0,140
141,0,0,20.395849000000002,74.9583,9.916536,4660,1,0,0,0,0,141
142,0,1,21.688349,81.0,15.667413999999999,4274,1,0,0,1,0,142
143,0,1,23.020000000000003,74.0833,13.875164,4492,1,0,0,1,0,143
144,0,1,23.059151,69.625,10.333611,4978,1,0,0,0,0,144
145,0,1,25.291651,67.75,13.376014000000001,4677,1,0,0,0,0,145
146,0,1,24.038349000000004,65.375,16.125493,4679,1,0,0,0,0,146
147,0,0,22.824151,72.9583,15.416164000000002,4758,1,0,0,0,0,147
148,0,0,23.3725,81.875,14.333846000000001,4788,1,0,0,0,0,148
149,1,0,26.466651,68.5,8.792075,4098,1,0,0,0,0,149
150,0,1,28.425000000000004,63.6667,7.459042999999999,3982,1,0,0,0,0,150
151,0,1,27.915849,67.7083,13.875164,3974,1,0,0,1,0,151
152,0,1,25.604999999999997,30.5,19.583228999999996,4968,1,0,0,0,0,152
153,0,1,21.14,35.4167,16.959107,5312,1,0,0,0,0,153
154,0,0,21.845,45.625,8.250514,5342,1,0,0,0,0,154
155,0,0,22.471651,65.25,9.292364000000001,4906,1,0,0,1,0,155
156,0,1,23.881650999999998,60.0,8.167032,4548,1,0,0,0,0,156
157,0,1,25.252499999999998,59.791700000000006,12.583136,4833,1,0,0,0,0,157
158,0,1,28.464151,62.208299999999994,9.166739,4401,1,0,0,0,0,158
159,0,1,29.991650999999997,56.833299999999994,10.042161,3915,1,0,0,1,0,159
160,0,1,27.485,60.5,9.417117999999999,4586,1,0,0,0,0,160
161,0,0,26.074999999999996,65.45830000000001,10.374949999999998,4966,1,0,0,0,0,161
162,0,0,24.5475,74.7917,10.958989,4460,1,0,0,0,0,162
163,0,1,21.845,49.4583,20.45845,5020,1,0,0,0,0,163
164,0,1,20.395849000000002,50.708299999999994,18.041961,4891,1,0,0,0,0,164
165,0,1,21.453349,47.1667,11.250103999999999,5180,1,0,0,0,0,165
166,0,1,21.531651,68.8333,13.833557,3767,1,0,0,1,0,166
167,0,1,22.510849000000004,73.5833,9.582942999999998,4844,1,0,0,0,0,167
168,0,0,24.743349000000002,67.0417,8.000335999999999,5119,1,0,0,0,0,168
169,0,0,24.860849,66.6667,6.834,4744,1,0,0,1,0,169
170,0,1,21.845,74.625,10.416825,4010,1,0,0,1,0,170
171,0,1,23.999151,77.0417,11.458675000000001,4835,0,1,0,1,0,171
172,0,1,26.466651,70.75,11.541554,4507,0,1,0,0,0,172
173,0,1,26.231651,70.3333,15.999868,4790,0,1,0,1,0,173
174,0,1,26.035849,57.3333,14.875675,4991,0,1,0,0,0,174
175,0,0,24.665,48.3333,14.041257,5202,0,1,0,0,0,175
176,0,0,23.96,51.3333,6.333731100000001,5305,0,1,0,0,0,176
177,0,1,24.0775,65.8333,7.208396000000001,4708,0,1,0,1,0,177
178,0,1,26.975849000000004,63.416700000000006,9.666960999999999,4648,0,1,0,0,0,178
179,0,1,26.231651,49.7917,17.542007,5225,0,1,0,0,0,179
180,0,1,24.743349000000002,43.416700000000006,12.415903999999998,5515,0,1,0,0,0,180
181,0,1,25.957500000000003,39.625,6.8747359999999995,5362,0,1,0,0,0,181
182,0,0,26.701651,44.4583,7.709153999999999,5119,0,1,0,0,0,182
183,0,0,25.683349,68.25,15.333486,4649,0,1,0,1,0,183
184,1,0,26.153349,63.7917,5.4591064,6043,0,1,0,1,0,184
185,0,1,27.093348999999996,59.0417,8.459285999999999,4665,0,1,0,0,0,185
186,0,1,25.839999999999996,74.33330000000001,10.042161,4629,0,1,0,0,0,186
187,0,1,27.25,65.125,10.666400000000001,4592,0,1,0,0,0,187
188,0,1,25.330849,75.79169999999999,15.083643,4040,0,1,0,1,0,188
189,0,0,26.466651,60.9167,11.250103999999999,5336,0,1,0,0,0,189
190,0,0,27.1325,57.8333,12.292557,4881,0,1,0,0,0,190
191,0,1,27.8375,63.5833,18.916579,4086,0,1,0,0,0,191
192,0,1,29.325848999999998,55.9167,13.417017999999999,4258,0,1,0,0,0,192
193,0,1,27.093348999999996,63.1667,9.790911,4342,0,1,0,0,0,193
194,0,1,23.999151,47.625,16.124689,5084,0,1,0,0,0,194
195,0,1,23.176650999999996,59.12500000000001,12.249811,5538,0,1,0,0,0,195
196,0,0,24.273349000000003,58.5,13.958914,5923,0,1,0,0,0,196
197,0,0,25.800849,60.4167,16.417211,5302,0,1,0,0,0,197
198,0,1,27.093348999999996,65.125,14.458867999999999,4458,0,1,0,0,0,198
199,0,1,28.503349,65.0417,8.7502,4541,0,1,0,0,0,199
200,0,1,28.111651000000002,70.70830000000001,7.625739,4332,0,1,0,0,0,200
201,0,1,30.305,69.125,14.875407,3784,0,1,0,1,0,201
202,0,1,31.871651,58.0417,8.9177,3387,0,1,0,0,0,202
203,0,0,31.910849,50.0,8.791807,3285,0,1,0,0,0,203
204,0,0,31.009999999999998,55.0833,11.334457,3606,0,1,0,0,0,204
205,0,1,26.936650999999998,75.7083,6.0841561,3840,0,1,0,0,0,205
206,0,1,28.268349,54.0833,13.417285999999999,4590,0,1,0,0,0,206
207,0,1,28.425000000000004,40.291700000000006,12.292021000000002,4656,0,1,0,0,0,207
208,0,1,28.620849,58.3333,11.958093,4390,0,1,0,0,0,208
209,0,1,31.401651,54.25,11.667246,3846,0,1,0,0,0,209
210,0,0,29.795848999999997,46.5833,11.291979,4475,0,1,0,0,0,210
211,0,0,29.874150999999998,48.0833,11.042471,4302,0,1,0,0,0,211
212,0,1,28.268349,55.0833,10.500039,4266,0,1,0,0,0,212
213,0,1,28.816651,49.125,13.79195,4845,0,1,0,0,0,213
214,0,1,26.388348999999998,65.75,9.084060999999998,3574,0,1,0,1,0,214
215,0,1,25.369999999999997,75.75,13.20905,4576,0,1,0,1,0,215
216,0,1,25.409151,63.083299999999994,12.374632,4866,0,1,0,0,0,216
217,0,0,25.683349,75.5,15.29275,4294,0,1,0,1,0,217
218,0,0,26.8975,75.2917,13.499629,3785,0,1,0,0,0,218
219,0,1,27.955,59.2083,12.875725000000001,4326,0,1,0,0,0,219
220,0,1,28.425000000000004,57.04169999999999,10.125107,4602,0,1,0,0,0,220
221,0,1,28.033349,42.4167,13.417285999999999,4780,0,1,0,0,0,221
222,0,1,25.722500000000004,42.375,11.041332,4792,0,1,0,0,0,222
223,0,1,25.291651,41.5,8.416607,4905,0,1,0,0,0,223
224,0,0,24.234151000000004,72.9583,14.167418,4150,0,1,0,1,0,224
225,0,0,23.803349,81.75,14.916411,3820,0,1,0,1,0,225
226,0,1,23.294151,71.20830000000001,13.999918,4338,0,1,0,0,0,226
227,0,1,24.939151000000003,57.8333,15.834043,4725,0,1,0,0,0,227
228,0,1,25.996651,57.5417,9.625689000000001,4694,0,1,0,0,0,228
229,0,1,25.448349,65.45830000000001,15.624936,3805,0,1,0,0,0,229
230,0,1,24.195,72.2917,9.333635999999998,4153,0,1,0,1,0,230
231,0,0,24.7825,67.41669999999999,6.999289,5191,0,1,0,0,0,231
232,0,0,25.409151,77.0,16.666518,3873,0,1,0,0,0,232
233,0,1,24.508349000000003,47.0,18.54225,4758,0,1,0,0,0,233
234,0,1,22.119151,45.5417,9.833121,5895,0,1,0,0,0,234
235,0,1,23.646651,60.5,16.958236,5130,0,1,0,0,0,235
236,0,1,24.155848999999996,77.1667,14.125810999999999,3542,0,1,0,1,0,236
237,0,1,24.9,76.125,5.625487499999999,4661,0,1,0,0,0,237
238,0,0,23.96,85.0,25.166339,1115,0,1,0,1,0,238
239,0,0,25.231772999999997,56.1765,20.412153,4334,0,1,0,0,0,239
240,0,1,21.923348999999998,55.45830000000001,10.708275,4634,0,1,0,0,0,240
241,0,1,22.040849,54.833299999999994,8.375535999999999,5204,0,1,0,0,0,241
242,0,1,22.863349,59.791700000000006,5.5833311000000005,5058,0,1,0,0,0,242
243,0,1,22.785,63.916700000000006,9.500332,5115,0,1,0,0,0,243
244,0,1,22.236651000000002,72.70830000000001,9.375243,4727,0,1,0,1,0,244
245,0,0,23.450848999999998,71.6667,12.416775,4484,0,1,0,0,0,245
246,0,0,25.330849,74.20830000000001,13.833289,4940,0,1,0,0,0,246
247,1,0,23.646651,79.0417,14.250632,3351,0,1,0,1,0,247
248,0,1,17.380000000000003,88.6957,23.044181,2710,0,1,0,0,1,248
249,0,1,20.160849,91.7083,6.500393600000001,1996,0,1,0,0,1,249
250,0,1,21.793911,93.9565,12.914116,1842,0,1,0,0,1,250
251,0,1,22.55,89.79169999999999,8.333393,3544,0,1,0,1,0,251
252,0,0,23.020000000000003,75.375,10.291736,5345,0,1,0,0,0,252
253,0,0,22.706650999999997,71.375,7.7086179999999995,5046,0,1,0,0,0,253
254,0,1,22.284355999999995,69.2174,5.957171000000001,4713,0,1,0,0,0,254
255,0,1,22.589151,71.25,9.500867999999999,4763,0,1,0,0,0,255
256,0,1,23.646651,69.7083,11.2091,4785,0,1,0,0,0,256
257,0,1,19.142500000000002,70.9167,18.166782,3659,0,1,0,1,0,257
258,0,1,14.050849,59.0417,11.000261,4760,0,1,0,1,0,258
259,0,0,15.108349,71.8333,12.708225,4511,0,1,0,1,0,259
260,0,0,15.8525,69.5,11.958361,4274,0,1,0,0,0,260
261,0,1,17.810848999999997,69.0,10.166714,4539,0,1,0,1,0,261
262,0,1,18.398349,88.125,9.041917999999999,3641,0,1,0,1,0,262
263,0,1,19.965,90.0,6.4590814,4352,0,1,0,1,0,263
264,0,1,21.531651,90.2083,8.584375,4795,0,1,0,1,0,264
265,0,1,20.630849,97.25,5.2505689,2395,0,0,1,1,0,265
266,0,0,20.513348999999998,86.25,5.2516811,5423,0,0,1,1,0,266
267,0,0,21.805849000000002,84.5,3.3754064,5010,0,0,1,1,0,267
268,0,1,22.510849000000004,84.8333,7.4169,4630,0,0,1,1,0,268
269,0,1,21.923348999999998,88.5417,7.917457,4120,0,0,1,1,0,269
270,0,1,21.845,84.875,9.958143,3907,0,0,1,1,0,270
271,0,1,20.983348999999997,69.91669999999999,11.583160999999999,4839,0,0,1,0,0,271
272,0,1,18.515849,64.75,13.833825,5202,0,0,1,0,0,272
273,0,0,11.27,75.375,19.583832,2429,0,0,1,1,0,273
274,0,0,8.763349000000002,79.1667,14.874871,2918,0,0,1,1,0,274
275,0,1,10.055848999999998,76.0833,5.584168600000001,3570,0,0,1,1,0,275
276,0,1,14.755849000000001,71.0,13.792218,4456,0,0,1,0,0,276
277,0,1,17.301650999999996,64.79169999999999,11.87575,4826,0,0,1,0,0,277
278,0,1,15.225849,62.083299999999994,9.041917999999999,4765,0,0,1,0,0,278
279,0,1,16.009151,68.41669999999999,1.5002439,4985,0,0,1,0,0,279
280,0,0,16.518349,70.125,3.0420814,5409,0,0,1,0,0,280
281,0,0,17.419151,72.75,4.251150000000001,5511,0,0,1,0,0,281
282,1,0,18.829151000000003,73.375,2.8343814,5117,0,0,1,0,0,282
283,0,1,18.633349000000003,80.875,9.583814,4563,0,0,1,1,0,283
284,0,1,17.536651,90.625,16.62605,2416,0,0,1,0,1,284
285,0,1,19.690849,89.6667,9.499729,2913,0,0,1,1,0,285
286,0,1,17.889151000000002,71.625,15.000161,3644,0,0,1,1,0,286
287,0,0,15.813348999999999,48.3333,17.291561,5217,0,0,1,0,0,287
288,0,0,16.048348999999998,48.6667,18.875039,5041,0,0,1,0,0,288
289,0,1,17.105849000000003,57.958299999999994,11.750393,4570,0,0,1,0,0,289
290,0,1,17.0275,70.1667,7.3758289999999995,4748,0,0,1,1,0,290
291,0,1,17.461733000000002,89.52170000000001,16.303713,2424,0,0,1,0,1,291
292,0,1,14.364151,63.625,28.292425,4195,0,0,1,0,0,292
293,0,1,12.092500000000001,57.4167,14.833532,4304,0,0,1,0,0,293
294,0,0,11.857499999999998,62.916700000000006,6.208668899999999,4308,0,0,1,0,0,294
295,0,0,11.818349000000001,74.125,6.6673375,4381,0,0,1,0,0,295
296,0,1,13.776651000000001,77.2083,7.959064000000001,4187,0,0,1,0,0,296
297,0,1,14.168349,62.291700000000006,11.166086,4687,0,0,1,0,0,297
298,0,1,14.755849000000001,72.04169999999999,9.959014,3894,0,0,1,1,0,298
299,0,1,14.09,81.2917,13.250121000000002,2659,0,0,1,1,0,299
300,0,1,7.549151,58.58330000000001,15.375093,3747,0,0,1,1,0,300
301,0,0,3.945849000000001,88.25,23.541857,627,0,0,1,0,1,301
302,0,0,7.000849000000002,62.375,11.833339,3331,0,0,1,0,0,302
303,0,1,7.98,70.3333,7.12545,3669,0,0,1,0,0,303
304,0,1,10.839151000000001,68.375,9.083257,4068,0,0,1,0,0,304
305,0,1,9.7425,71.875,5.500143899999999,4186,0,0,1,0,0,305
306,0,1,11.191651,70.20830000000001,9.166739,3974,0,0,1,0,0,306
307,0,1,10.956651,62.25000000000001,18.209193,4046,0,0,1,1,0,307
308,0,0,7.353349,51.916700000000006,12.667153999999998,3926,0,0,1,0,0,308
309,0,0,8.371651,73.4583,6.167631399999999,3649,0,0,1,0,0,309
310,0,1,10.565000000000001,75.875,3.834075,4035,0,0,1,0,0,310
311,0,1,11.191651,72.1667,4.6255125,4205,0,0,1,0,0,311
312,0,1,10.8,75.83330000000001,4.1671186,4109,0,0,1,0,0,312
313,0,1,9.86,81.3333,12.667489000000002,2933,0,0,1,1,0,313
314,1,0,7.235849,44.625,21.083225,3368,0,0,1,0,0,314
315,0,0,8.763349000000002,55.2917,14.208154,4067,0,0,1,0,0,315
316,0,0,12.719151,45.8333,18.875307,3717,0,0,1,0,0,316
317,0,1,16.91,58.7083,20.541932,4486,0,0,1,0,0,317
318,0,1,16.91,68.875,13.375411,4195,0,0,1,1,0,318
319,0,1,13.463349000000001,93.0,9.167543,1817,0,0,1,0,1,319
320,0,1,8.058349,57.5833,20.459253999999998,3053,0,0,1,1,0,320
321,0,1,4.885849,41.0,11.291711,3392,0,0,1,0,0,321
322,0,0,7.470848999999999,50.208299999999994,15.041232,3663,0,0,1,0,0,322
323,0,0,13.776651000000001,68.4583,12.45865,3520,0,0,1,1,0,323
324,0,1,13.032499999999999,91.0,9.249618,2765,0,0,1,0,1,324
325,0,1,11.583349000000002,96.25,7.959064000000001,1607,0,0,1,0,1,325
326,0,1,12.719151,75.79169999999999,22.500275,2566,0,0,1,1,0,326
327,1,0,9.546650999999997,54.9167,11.209368000000001,1495,0,0,1,0,0,327
328,0,1,9.625,64.375,6.6260186,2792,0,0,1,0,0,328
329,0,0,9.664151,68.1667,4.5841936,3068,0,0,1,0,0,329
330,0,0,13.580849,69.8333,13.999918,3071,0,0,1,0,0,330
331,0,1,15.663466,74.3043,9.522174,3867,0,0,1,0,0,331
332,0,1,13.541650999999998,83.08330000000001,17.292164,2914,0,0,1,1,0,332
333,0,1,7.275,61.3333,18.167586,3613,0,0,1,0,0,333
334,0,1,6.6875,52.4583,14.750586,3727,0,0,1,0,0,334
335,0,1,6.765849000000001,62.583299999999994,6.750518,3940,0,0,1,0,0,335
336,0,0,6.060849000000001,61.291700000000006,6.4174811,3614,0,0,1,0,0,336
337,0,0,7.549151,77.5833,5.625206100000001,3485,0,0,1,0,0,337
338,0,1,10.134151,82.70830000000001,4.1679561000000005,3811,0,0,1,1,0,338
339,0,1,13.7375,94.9583,15.583060999999999,2594,0,0,1,0,1,339
340,0,1,11.27,97.04169999999999,17.833725,705,0,0,1,0,1,340
341,0,1,4.494150999999999,57.99999999999999,16.083886,3322,0,0,1,0,0,341
342,0,1,5.669151000000001,69.58330000000001,5.5420188999999995,3620,0,0,1,0,0,342
343,0,0,4.925000000000001,50.74999999999999,15.625807,3190,0,0,1,0,0,343
344,0,0,2.3791510000000002,49.0,4.458293899999999,2743,0,0,1,0,0,344
345,0,1,3.201651,67.08330000000001,4.251150000000001,3310,0,0,1,0,0,345
346,0,1,5.277499999999998,59.0,9.41685,3523,0,0,1,0,0,346
347,0,1,6.922499999999999,66.375,4.0842061,3740,0,0,1,1,0,347
348,0,1,11.857499999999998,63.416700000000006,17.958814,3709,0,0,1,1,0,348
349,0,1,9.625,50.0417,17.458525,3577,0,0,1,1,0,349
350,0,0,4.1416509999999995,56.0833,16.292189,2739,0,0,1,1,0,350
351,0,0,3.201651,58.62500000000001,11.375193,2431,0,0,1,0,0,351
352,0,1,5.003349,63.74999999999999,11.584031999999999,3403,0,0,1,0,0,352
353,0,1,10.134151,59.5417,4.125243600000001,3750,0,0,1,1,0,353
354,0,1,12.131651000000002,85.83330000000001,14.8338,2660,0,0,0,1,0,354
